10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;99.86.243.62;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;99.86.243.123;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;99.86.243.68;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;99.86.243.106;
10.0.2.3;10.0.2.15;1;ads.yahoo.com;fo-fd-world-new.yax.gysm.yahoodns.net;212.82.100.172;AD
10.0.2.3;10.0.2.15;1;ads.yahoo.com;fo-fd-world-new.yax.gysm.yahoodns.net;212.82.100.180;AD
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;216.58.201.78;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;216.58.201.110;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;172.217.23.206;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;172.217.23.238;
10.0.2.3;10.0.2.15;1;android.googleapis.com;googleapis.l.google.com;216.58.201.106;
10.0.2.3;10.0.2.15;1;android.googleapis.com;googleapis.l.google.com;172.217.23.202;
10.0.2.3;10.0.2.15;1;android.googleapis.com;googleapis.l.google.com;172.217.23.234;
10.0.2.3;10.0.2.15;1;android.googleapis.com;googleapis.l.google.com;216.58.201.74;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.appsflyer.com;api.appsflyer.com;52.49.94.193;AD
10.0.2.3;10.0.2.15;1;api.appsflyer.com;api.appsflyer.com;52.16.116.96;AD
10.0.2.3;10.0.2.15;1;api.appsflyer.com;api.appsflyer.com;54.72.196.207;AD
10.0.2.3;10.0.2.15;1;api.appsflyer.com;api.appsflyer.com;54.72.196.207;AD
